,,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
"E093  Basavakalyana Engineering College  Basavakalyana, Bidar-Dist","AD ArtificialIntel, Data Sc",88588,--,--,95274,137147,106402,95506,--,--,82351,125770,--,100251,--,--,78096,--,80600,141690,--,149672,88795,--,--
"E093  Basavakalyana Engineering College  Basavakalyana, Bidar-Dist",AI ArtificialIntelligence,107895,--,--,93883,--,--,100715,--,--,82270,--,--,87488,--,90891,80121,--,84137,154836,--,157813,153944,229448,--
"E093  Basavakalyana Engineering College  Basavakalyana, Bidar-Dist",CE Civil,--,--,--,195309,--,--,--,--,--,168952,244665,228743,--,--,--,120478,--,177190,234292,--,--,240245,--,--
"E093  Basavakalyana Engineering College  Basavakalyana, Bidar-Dist",CS Computers,75590,--,120966,61193,--,78776,75679,--,--,68149,--,--,70914,--,--,44451,57399,72469,88531,187472,146043,136960,--,137027
E094  Coorg Institute of Technology  Kodagu,CY CS- CyberSecurity,145603,--,--,101250,--,128570,103591,--,--,93742,--,--,101006,--,--,86374,110826,100729,162135,--,220946,137330,--,--
E094  Coorg Institute of Technology  Kodagu,EC Electronics,76283,--,137467,86285,--,89337,111370,--,--,77110,--,--,80853,--,119420,74839,93004,86447,126380,--,139689,107805,141544,200215
E094  Coorg Institute of Technology  Kodagu,ME Mechanical,--,--,--,207971,--,--,--,--,--,--,--,--,186936,--,--,86805,--,173464,245528,--,--,243138,--,--
E095  AMC Engineering College  Bangalore,AE Aeronaut.Engg,66764,--,93733,47109,--,97402,47800,194876,--,47292,--,82878,45841,--,--,45699,51498,55115,70426,--,120143,76734,--,61551
E095  AMC Engineering College  Bangalore,AI ArtificialIntelligence,37278,--,--,38408,82032,59502,31661,--,62387,31900,74231,45074,31865,--,46885,31554,45357,42827,58152,120981,131681,63248,223650,152845
E095  AMC Engineering College  Bangalore,"CA CS (AI, MachineLearning)",40823,--,71193,37926,67290,60125,39660,--,70410,37557,87234,49109,34953,--,--,33483,56120,47275,98820,149861,108911,71676,--,89893
E095  AMC Engineering College  Bangalore,CE Civil,--,--,--,131919,--,--,121305,--,--,126387,--,--,177305,--,--,104880,191470,134823,163713,--,180519,128731,--,--
E095  AMC Engineering College  Bangalore,CS Computers,33554,--,38374,32610,33839,33468,32894,55487,52520,29518,--,33560,29389,44288,32007,27293,32517,31438,61062,74256,75359,37536,78617,74678
E095  AMC Engineering College  Bangalore,DS Comp. Sc. Engg-Data Sc.,44339,64438,70762,42517,--,59538,39803,--,65630,40964,--,52894,38912,104046,--,38671,47557,40559,91881,129532,118525,74846,--,156983
E095  AMC Engineering College  Bangalore,EC Electronics,52965,--,70342,56310,65462,59767,50615,--,--,48610,--,58481,49564,55271,56127,46498,50405,54708,114475,132810,141489,65895,--,154068
E095  AMC Engineering College  Bangalore,EE Electrical,75910,--,--,68631,--,80510,87721,--,151269,68431,--,145227,68981,--,--,63148,77251,67223,112733,--,167146,161452,169012,146318
E095  AMC Engineering College  Bangalore,IE Info.Science,38964,82221,--,41198,43315,48586,37197,--,93910,36589,73661,--,37249,49861,44181,36158,40587,41570,89283,126486,103900,44046,--,154578
E095  AMC Engineering College  Bangalore,ME Mechanical,--,--,157195,121608,--,--,109992,--,--,--,--,--,--,--,--,96599,--,130908,204871,--,--,193496,--,--
E096  East Point College of Engineering and Technology  Bangalore,"AD ArtificialIntel, Data Sc",51312,--,81113,45484,--,56254,49693,--,--,44789,62808,--,48441,--,--,41896,48450,48102,73736,--,95890,68681,--,--
E096  East Point College of Engineering and Technology  Bangalore,"CA CS (AI, MachineLearning)",48539,109308,--,48256,--,61952,55663,--,--,42463,125505,58509,46843,--,--,41977,--,48877,78202,--,133045,111823,--,--
E096  East Point College of Engineering and Technology  Bangalore,CE Civil,--,--,197125,136225,--,--,136915,--,--,120902,--,--,130633,177919,--,118532,--,118836,158071,--,--,153653,--,--
E096  East Point College of Engineering and Technology  Bangalore,CS Computers,33373,--,54241,38675,42731,42393,33698,--,55043,32547,--,--,32824,--,34730,31175,34006,34594,42081,48955,47899,36424,--,87412
E096  East Point College of Engineering and Technology  Bangalore,EC Electronics,62894,--,101187,63350,--,67161,55973,--,64805,56174,--,69510,55394,--,98543,54340,62030,61251,117467,--,127292,64804,105931,174001
E096  East Point College of Engineering and Technology  Bangalore,"IC CS-IoT, CyberSecurity",60016,--,--,76117,--,90335,60096,--,--,63028,--,--,61562,--,--,58399,71426,70430,128983,--,240235,129439,--,--
E096  East Point College of Engineering and Technology  Bangalore,IE Info.Science,49814,--,61702,52064,74890,57270,49325,--,78869,45366,--,60856,46754,--,53372,44570,53613,52618,84603,125627,85380,56142,--,75124
E096  East Point College of Engineering and Technology  Bangalore,ME Mechanical,--,--,--,137655,--,--,--,--,180553,116785,--,--,--,--,--,116566,--,160049,213477,--,--,260244,--,--
E097  C M R Institute of Technology  Bangalore,"AD ArtificialIntel, Data Sc",20056,--,23198,15976,--,25720,14530,--,--,17082,57718,21610,14721,29283,30818,14348,23141,18436,47052,--,69091,27440,77026,81795
E097  C M R Institute of Technology  Bangalore,AI ArtificialIntelligence,20378,29425,27508,16353,--,23509,19510,--,31837,14772,--,18708,14321,24289,--,13077,20641,18111,48716,78563,74366,47415,--,103560
E097  C M R Institute of Technology  Bangalore,"CA CS (AI, MachineLearning)",17143,--,--,19306,--,--,16538,63927,37069,15735,--,--,15636,--,--,14329,27533,18523,41155,--,89360,47489,--,53733
E097  C M R Institute of Technology  Bangalore,CS Computers,11220,--,19454,11285,17523,14722,12921,38174,31198,8631,23420,14149,9944,--,13392,8374,14896,12423,33222,46099,41351,19355,--,43388
E097  C M R Institute of Technology  Bangalore,DS Comp. Sc. Engg-Data Sc.,19032,64903,--,19524,--,26667,22665,--,--,17702,39473,21488,18470,--,--,16467,26239,20702,39240,--,73296,22634,--,--
E097  C M R Institute of Technology  Bangalore,EC Electronics,24825,34979,33784,26554,37230,31231,35271,--,45703,21022,--,27393,21757,42634,28853,19948,28285,27283,60786,90149,98224,39509,113093,125952
E097  C M R Institute of Technology  Bangalore,IE Info.Science,13668,--,--,14355,24010,17564,19285,--,23395,11770,--,18644,12336,--,16326,11345,17529,15734,46456,55940,53896,22497,--,41088
E098  Atria Institute of Technology  Bangalore,AI ArtificialIntelligence,32297,--,49448,39098,75363,52093,38195,--,76819,34999,--,--,32111,52819,--,31716,41331,40508,81247,--,111573,115037,--,148269
E098  Atria Institute of Technology  Bangalore,CD Computer Sc.and Design,48704,--,--,46724,--,75566,42068,--,159639,40379,--,75623,40414,--,87500,37906,52787,71979,110576,161539,167354,59156,--,--
E098  Atria Institute of Technology  Bangalore,CE Civil,--,--,--,128651,--,--,145074,--,--,131464,--,--,134199,--,--,109349,--,158533,175807,--,250789,159195,--,--
E098  Atria Institute of Technology  Bangalore,CS Computers,26810,--,42151,25348,31362,29617,26064,--,--,22694,--,26856,23698,30265,28591,21131,25555,25207,56180,109416,56885,39258,147686,58334
E098  Atria Institute of Technology  Bangalore,DS Comp. Sc. Engg-Data Sc.,36961,--,53897,39303,76743,56211,36301,--,60732,36173,--,--,37200,53151,--,35738,47332,38796,104043,--,125752,140798,--,--
E098  Atria Institute of Technology  Bangalore,EC Electronics,51535,130849,109201,51423,62418,68494,52650,--,115727,48633,--,58078,47663,--,61355,45195,54040,57462,115788,174229,136257,56706,--,185796
E098  Atria Institute of Technology  Bangalore,ES Electronics andComputer,80082,--,--,84233,--,115916,82610,--,--,77393,108571,96163,85060,--,--,71702,90402,92090,177803,--,199218,185769,--,241739
E098  Atria Institute of Technology  Bangalore,IE Info.Science,33391,--,--,30078,50821,38535,31703,--,126994,28145,61194,37524,28004,--,37448,26360,36857,36067,92295,158931,112730,55862,--,87391
E098  Atria Institute of Technology  Bangalore,ME Mechanical,132508,268979,--,105819,--,--,127017,--,--,--,--,--,164854,--,--,104887,--,118289,192017,--,247151,--,--,--
E099  New Horizon College of Engineering  Bangalore,AI ArtificialIntelligence,17907,--,21160,15487,23701,18056,13333,--,57060,11857,--,21757,11313,27410,18096,10307,19958,16215,27645,65748,30326,21887,--,79322
E099  New Horizon College of Engineering  Bangalore,CS Computers,9569,--,14977,10262,13643,11733,11378,--,24155,7419,--,10323,7769,17966,9957,6191,10771,9930,22023,23503,23100,14797,39361,37232
E099  New Horizon College of Engineering  Bangalore,DS Comp. Sc. Engg-Data Sc.,14214,37874,22968,17887,31387,19537,20199,64792,--,14178,51743,20139,14450,--,24706,13676,23592,15225,34281,85920,37616,26382,--,64247
E099  New Horizon College of Engineering  Bangalore,EC Electronics,20473,--,32580,20534,38275,25141,24341,74546,65214,14501,40318,23065,15542,25017,24093,14370,23852,21948,52515,90270,68505,36765,49671,50157
E099  New Horizon College of Engineering  Bangalore,EE Electrical,50561,101252,--,49073,--,58531,52012,117324,--,40096,--,53439,41662,80326,59632,36658,38455,50343,86146,144904,113721,58826,--,--
E099  New Horizon College of Engineering  Bangalore,IE Info.Science,12445,18450,--,11208,15658,14109,12517,--,33169,9852,29704,15820,9643,--,16436,9085,15137,12897,24038,27502,28288,17570,--,78219
E099  New Horizon College of Engineering  Bangalore,ME Mechanical,81868,--,--,94301,--,135503,93978,--,267759,82237,120680,--,84421,--,--,70791,113336,94651,120143,--,--,107192,--,--
E100  K N S Institute of Technology  Bangalore,AI ArtificialIntelligence,60004,--,--,61364,--,94230,66803,--,99357,58526,--,74474,58054,--,--,57938,63873,61652,122380,184910,155349,105315,--,--
E100  K N S Institute of Technology  Bangalore,CE Civil,--,--,247928,157655,--,--,--,--,--,160772,--,--,--,--,--,152704,--,156902,222849,--,--,178010,--,--
E100  K N S Institute of Technology  Bangalore,CS Computers,48635,--,--,51500,84046,52791,45585,--,--,44674,--,--,46029,--,48553,44290,46241,47787,84089,120310,105351,64239,--,77385
E100  K N S Institute of Technology  Bangalore,DS Comp. Sc. Engg-Data Sc.,66287,--,--,67447,--,105376,64654,--,135673,63381,100047,88717,68214,--,--,63374,97581,79380,103269,--,162048,72126,--,235351
E100  K N S Institute of Technology  Bangalore,EC Electronics,74399,--,--,74606,105985,75114,89657,--,110209,68944,--,--,68603,78858,--,67807,84558,73084,130989,--,160537,78214,--,--
E100  K N S Institute of Technology  Bangalore,"IC CS-IoT, CyberSecurity",105560,--,--,96338,115057,109568,98398,--,--,90811,--,--,97879,--,--,87152,--,98766,196269,--,217193,134772,--,--
E100  K N S Institute of Technology  Bangalore,IE Info.Science,65361,--,--,62122,88934,66019,57085,134037,72106,55848,--,73173,56073,--,--,53706,58082,53721,114225,--,126964,92347,--,--
E100  K N S Institute of Technology  Bangalore,ME Mechanical,--,--,210249,140635,--,--,146750,--,--,--,--,--,--,--,--,76656,--,--,235637,--,--,--,--,--
"E101  Channabasaveshwara Institute of Technology  Gubbi, Tumkur","AD ArtificialIntel, Data Sc",58654,--,116892,53164,108746,81536,54901,--,119992,52098,--,--,53368,--,--,51835,66569,58551,101318,--,198637,75702,--,--
"E101  Channabasaveshwara Institute of Technology  Gubbi, Tumkur",CE Civil,186063,--,--,170355,--,201674,153563,--,--,160662,--,--,157000,--,--,152264,179690,165111,168685,--,170524,159372,--,--
"E101  Channabasaveshwara Institute of Technology  Gubbi, Tumkur",CS Computers,42969,--,56739,37913,56948,45372,34858,--,97972,33582,--,--,34131,--,41640,31682,34751,38003,51383,64728,52022,37278,--,107790
"E101  Channabasaveshwara Institute of Technology  Gubbi, Tumkur",EC Electronics,60294,--,--,65881,76253,73926,63618,--,--,59179,--,65926,59846,--,63336,57039,61436,60148,111332,171818,133676,60712,--,79320
"E101  Channabasaveshwara Institute of Technology  Gubbi, Tumkur",EE Electrical,102655,--,--,96659,--,136230,108790,--,--,80195,--,102393,80539,119303,--,78924,113884,95898,128410,134141,196283,79506,--,274731
"E101  Channabasaveshwara Institute of Technology  Gubbi, Tumkur",IE Info.Science,48328,--,--,45433,77098,53222,47073,--,--,40801,--,--,40218,52194,--,39991,72855,44024,55033,--,62057,118834,--,--
"E101  Channabasaveshwara Institute of Technology  Gubbi, Tumkur",ME Mechanical,169293,--,--,179718,--,214944,163992,--,--,--,--,--,164391,--,--,149451,--,185271,238953,--,--,240905,--,--
E102  DONBOSCO Institute of Technology  Bangalore,"AD ArtificialIntel, Data Sc",46195,58130,--,39379,--,41915,40421,--,--,34693,--,--,35339,--,--,34143,64824,38407,78732,--,111426,62279,--,79856
E102  DONBOSCO Institute of Technology  Bangalore,"CA CS (AI, MachineLearning)",38390,--,85030,41878,--,45884,46262,96265,168723,37026,74915,43378,39747,--,--,36332,48649,43366,101658,--,150293,52349,--,150662
E102  DONBOSCO Institute of Technology  Bangalore,CE Civil,192144,--,--,135842,--,--,167109,--,--,--,--,--,--,--,--,126972,--,168213,178898,--,--,--,--,--
E102  DONBOSCO Institute of Technology  Bangalore,CS Computers,32284,--,38719,28022,36760,32400,33827,--,34402,23865,--,37307,25231,41796,28267,23285,30419,28160,61025,97158,77037,46862,105549,119084
E102  DONBOSCO Institute of Technology  Bangalore,EC Electronics,52312,--,95700,52555,69922,56603,61536,--,130538,44823,56205,53937,46808,67412,59514,42848,51210,52520,115222,150301,139882,62391,--,66132
E102  DONBOSCO Institute of Technology  Bangalore,EE Electrical,70741,--,--,73664,--,113431,93646,--,188805,67057,--,72898,69040,--,--,66195,68289,69099,137915,--,182292,165764,--,--
E102  DONBOSCO Institute of Technology  Bangalore,IE Info.Science,41633,81348,45970,39550,54393,44853,46334,--,61137,34167,--,--,36569,39187,37944,33871,38809,36407,98043,147171,135845,58675,--,163099
E102  DONBOSCO Institute of Technology  Bangalore,ME Mechanical,166097,--,--,174541,--,--,--,--,--,--,--,--,--,--,--,137383,--,--,201120,--,--,--,--,--
E103  Global Academy of Technology  Bangalore,"AD ArtificialIntel, Data Sc",29089,--,--,25127,42983,34275,37013,--,67426,23348,--,28513,23436,--,32354,21574,35902,26408,67143,--,107105,39341,--,140956
E103  Global Academy of Technology  Bangalore,AE Aeronaut.Engg,66509,--,83801,63527,--,90774,60603,118490,164666,49376,127209,--,52829,114305,--,47718,52095,71573,99695,--,122043,53591,--,--
E103  Global Academy of Technology  Bangalore,AI ArtificialIntelligence,24838,--,41101,24067,--,30887,34842,85596,--,21671,62007,--,22197,61140,--,19680,42281,27688,79378,--,104488,60000,--,--
E103  Global Academy of Technology  Bangalore,"CA CS (AI, MachineLearning)",24406,73466,44366,24856,--,33046,38358,--,--,22445,--,33828,23486,--,--,22040,31738,24797,81873,137861,117574,118023,191213,130612
E103  Global Academy of Technology  Bangalore,CE Civil,103984,--,--,139077,--,173289,166748,--,--,103765,157793,--,123830,187412,--,97018,98480,131921,144886,--,155601,150396,--,--
E103  Global Academy of Technology  Bangalore,CS Computers,19508,--,33105,17600,26105,21429,25986,--,35921,14422,--,19895,15087,--,20385,13980,18231,19468,44765,54375,55291,24935,106651,60105
E103  Global Academy of Technology  Bangalore,EC Electronics,38485,--,42366,32384,52011,37354,49304,--,--,28101,--,35155,28934,--,37042,27657,36671,33460,89731,99408,130035,52997,152552,68056
E103  Global Academy of Technology  Bangalore,EE Electrical,58139,119135,108218,63470,145872,78702,69155,--,--,52604,--,--,54725,--,75518,48772,72917,54394,107395,--,152255,79487,--,--
E103  Global Academy of Technology  Bangalore,IE Info.Science,22999,61811,--,21410,28933,24790,32228,--,66525,19076,--,26706,20395,53788,23999,18643,27571,23719,69529,92904,101569,41343,--,48932
